"Departamento","Código Divipola Departamento","Municipio","Código Divipola Municipio","Programa","Año de Asignacion","Estado","No.SFV Asignados","Valor Asignado"
"NORTE DE SANTANDER","54","CONVENCIÓN","54206","Convocatoria","2.022","Asignados","11","706.860.000"
"NORTE DE SANTANDER","54","CONVENCIÓN","54206","Convocatoria","2.023","Asignados","21","1.565.373.600"
"NORTE DE SANTANDER","54","CONVENCIÓN","54206","Convocatoria","2.024","Asignados","6","501.228.000"
"NORTE DE SANTANDER","54","CONVENCIÓN","54206","Convocatoria","2.025","Asignados","21","782.080.988"
"NORTE DE SANTANDER","54","EL CARMEN","54245","Convocatoria","2.022","Asignados","34","2.184.840.000"
"NORTE DE SANTANDER","54","EL CARMEN","54245","Convocatoria","2.024","Asignados","3","250.614.000"
"NORTE DE SANTANDER","54","EL CARMEN","54245","Convocatoria","2.025","Asignados","1","91.474.110"
"NORTE DE SANTANDER","54","HACARÍ","54344","Convocatoria","2.025","Asignados","19","694.093.200"
"NORTE DE SANTANDER","54","LABATECA","54377","Convocatoria","2.025","Asignados","4","93.600.000"
"NORTE DE SANTANDER","54","MUTISCUA","54480","Sentencias judiciales","2.025","Asignados","1","108.745.000"
"NORTE DE SANTANDER","54","OCAÑA","54498","Sentencias judiciales","2.024","Asignados","2","188.500.000"
"NORTE DE SANTANDER","54","PUERTO SANTANDER","54553","Convocatoria","2.025","Asignados","4","93.600.000"
"NORTE DE SANTANDER","54","SAN CALIXTO","54670","Convocatoria","2.023","Asignados","31","2.310.789.600"
"NORTE DE SANTANDER","54","SAN CALIXTO","54670","Convocatoria","2.024","Asignados","7","584.766.000"
"NORTE DE SANTANDER","54","SAN CALIXTO","54670","Convocatoria","2.025","Asignados","21","777.751.588"
"NORTE DE SANTANDER","54","SANTIAGO","54680","Sentencias judiciales","2.024","Asignados","1","98.800.000"
"NORTE DE SANTANDER","54","SARDINATA","54720","Convocatoria","2.025","Asignados","15","558.593.000"
"NORTE DE SANTANDER","54","TEORAMA","54800","Convocatoria","2.023","Asignados","38","2.832.580.800"
"NORTE DE SANTANDER","54","TEORAMA","54800","Convocatoria","2.024","Asignados","7","584.766.000"
"NORTE DE SANTANDER","54","TEORAMA","54800","Convocatoria","2.025","Asignados","99","2.663.803.872"
"NORTE DE SANTANDER","54","TIBÚ","54810","Convocatoria","2.025","Asignados","16","602.325.314"
"QUINDÍO","63","BUENAVISTA","63111","Convocatoria","2.025","Asignados","10","234.000.000"
"QUINDÍO","63","CALARCÁ","63130","Convocatoria","2.025","Asignados","10","177.840.000"
"QUINDÍO","63","CIRCASIA","63190","Convocatoria","2.025","Asignados","10","234.000.000"
"QUINDÍO","63","CÓRDOBA","63212","Convocatoria","2.025","Asignados","10","163.800.000"
"QUINDÍO","63","FILANDIA","63272","Convocatoria","2.025","Asignados","10","234.000.000"
"QUINDÍO","63","GÉNOVA","63302","Convocatoria","2.025","Asignados","15","343.980.000"
"QUINDÍO","63","LA TEBAIDA","63401","Convocatoria","2.025","Asignados","10","163.800.000"
"QUINDÍO","63","PIJAO","63548","Convocatoria","2.025","Asignados","10","226.980.000"
"QUINDÍO","63","SALENTO","63690","Convocatoria","2.025","Asignados","15","266.760.000"
"RISARALDA","66","PEREIRA","66001","Convocatoria","2.024","Asignados","64","1.633.280.000"
"RISARALDA","66","PEREIRA","66001","Convocatoria","2.025","Asignados","3","76.560.000"
"RISARALDA","66","PEREIRA","66001","Sentencias judiciales","2.022","Asignados","13","967.785.000"
"RISARALDA","66","PEREIRA","66001","Sentencias judiciales","2.023","Asignados","1","92.120.000"
"RISARALDA","66","PEREIRA","66001","Sentencias judiciales","2.024","Asignados","2","201.500.000"
"RISARALDA","66","GUÁTICA","66318","Sentencias judiciales","2.022","Asignados","1","75.200.000"
"RISARALDA","66","GUÁTICA","66318","Sentencias judiciales","2.025","Asignados","1","108.420.000"
"RISARALDA","66","QUINCHÍA","66594","Compromiso","2.025","Asignados","10","928.122.000"
"RISARALDA","66","QUINCHÍA","66594","Sentencias judiciales","2.025","Asignados","2","213.265.000"
"RISARALDA","66","SANTA ROSA DE CABAL","66682","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"SANTANDER","68","BUCARAMANGA","68001","Convocatoria","2.024","Asignados","74","1.888.480.000"
"SANTANDER","68","BUCARAMANGA","68001","Convocatoria","2.025","Asignados","3","76.560.000"
"SANTANDER","68","BUCARAMANGA","68001","Sentencias judiciales","2.022","Asignados","1","90.000.000"
"SANTANDER","68","BUCARAMANGA","68001","Sentencias judiciales","2.024","Asignados","1","97.500.000"
"SANTANDER","68","BARRANCABERMEJA","68081","Sentencias judiciales","2.024","Asignados","1","94.250.000"
"SANTANDER","68","CERRITO","68162","Convocatoria","2.025","Asignados","23","411.840.000"
"SANTANDER","68","CHIMA","68176","Convocatoria","2.025","Asignados","22","451.620.000"
"SANTANDER","68","CIMITARRA","68190","Convocatoria","2.025","Asignados","10","163.800.000"
"SANTANDER","68","CIMITARRA","68190","Sentencias judiciales","2.023","Asignados","1","102.650.000"
"SANTANDER","68","CIMITARRA","68190","Sentencias judiciales","2.024","Asignados","1","112.125.000"
"SANTANDER","68","CIMITARRA","68190","Sentencias judiciales","2.025","Asignados","1","122.395.000"
"SANTANDER","68","COROMORO","68217","Convocatoria","2.025","Asignados","23","383.760.000"
"SANTANDER","68","EL CARMEN DE CHUCURÍ","68235","Sentencias judiciales","2.024","Asignados","1","104.000.000"
"SANTANDER","68","EL CARMEN DE CHUCURÍ","68235","Sentencias judiciales","2.025","Asignados","1","112.645.000"
"SANTANDER","68","EL PLAYÓN","68255","Sentencias judiciales","2.025","Asignados","1","104.845.000"
"SANTANDER","68","FLORIDABLANCA","68276","Convocatoria","2.024","Asignados","44","1.122.880.000"
"SANTANDER","68","FLORIDABLANCA","68276","Convocatoria","2.025","Asignados","5","127.600.000"
"SANTANDER","68","GIRÓN","68307","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"SANTANDER","68","GUAVATÁ","68324","Convocatoria","2.025","Asignados","19","388.440.000"
"SANTANDER","68","LA PAZ","68397","Convocatoria","2.025","Asignados","23","411.840.000"
"SANTANDER","68","PALMAS DEL SOCORRO","68524","Convocatoria","2.025","Asignados","23","397.800.000"
"SANTANDER","68","PÁRAMO","68533","Convocatoria","2.025","Asignados","22","514.800.000"
"SANTANDER","68","PUERTO PARRA","68573","Convocatoria","2.025","Asignados","19","423.540.000"
"SANTANDER","68","RIONEGRO","68615","Sentencias judiciales","2.023","Asignados","1","102.000.000"
"SANTANDER","68","RIONEGRO","68615","Sentencias judiciales","2.024","Asignados","1","91.000.000"
"SANTANDER","68","RIONEGRO","68615","Sentencias judiciales","2.025","Asignados","1","115.245.000"
"SANTANDER","68","SABANA DE TORRES","68655","Sentencias judiciales","2.025","Asignados","1","101.920.000"
"SANTANDER","68","SAN VICENTE DE CHUCURÍ","68689","Sentencias judiciales","2.022","Asignados","1","70.000.000"
"SANTANDER","68","SIMACOTA","68745","Sentencias judiciales","2.023","Asignados","1","96.800.000"
"SANTANDER","68","SUAITA","68770","Convocatoria","2.025","Asignados","21","379.080.000"
"SANTANDER","68","TONA","68820","Convocatoria","2.025","Asignados","22","381.420.000"
"SUCRE","70","SINCELEJO","70001","Convocatoria","2.024","Asignados","154","3.930.080.000"
"SUCRE","70","SINCELEJO","70001","Convocatoria","2.025","Asignados","6","142.520.000"
"SUCRE","70","SINCELEJO","70001","Sentencias judiciales","2.023","Asignados","4","349.932.800"
"SUCRE","70","SINCELEJO","70001","Sentencias judiciales","2.024","Asignados","1","101.519.600"
"SUCRE","70","SINCELEJO","70001","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"SUCRE","70","COLOSÓ","70204","Convocatoria","2.025","Asignados","87","2.035.800.000"
"SUCRE","70","COLOSÓ","70204","Sentencias judiciales","2.024","Asignados","3","323.084.720"
"SUCRE","70","COLOSÓ","70204","Sentencias judiciales","2.025","Asignados","1","112.306.600"
"SUCRE","70","CHALÁN","70230","Convocatoria","2.025","Asignados","9","210.600.000"
"SUCRE","70","LOS PALMITOS","70418","Convocatoria","2.024","Asignados","4","102.080.000"
"SUCRE","70","LOS PALMITOS","70418","Convocatoria","2.025","Asignados","148","3.585.896.668"
"SUCRE","70","LOS PALMITOS","70418","Sentencias judiciales","2.024","Asignados","2","202.420.400"
"SUCRE","70","MAJAGUAL","70429","Convocatoria","2.025","Asignados","46","1.076.400.000"
"SUCRE","70","MORROA","70473","Convocatoria","2.022","Asignados","26","1.670.760.000"
"SUCRE","70","MORROA","70473","Convocatoria","2.023","Asignados","10","745.416.000"
"SUCRE","70","MORROA","70473","Convocatoria","2.024","Asignados","22","793.512.000"
"SUCRE","70","MORROA","70473","Convocatoria","2.025","Asignados","63","1.511.782.420"
"SUCRE","70","MORROA","70473","Sentencias judiciales","2.023","Asignados","9","782.684.000"
"SUCRE","70","MORROA","70473","Sentencias judiciales","2.024","Asignados","12","1.242.840.707"
"SUCRE","70","MORROA","70473","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"SUCRE","70","OVEJAS","70508","Sentencias judiciales","2.024","Asignados","5","539.566.160"
"SUCRE","70","OVEJAS","70508","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"SUCRE","70","PALMITO","70523","Convocatoria","2.022","Asignados","32","2.056.320.000"
"SUCRE","70","PALMITO","70523","Convocatoria","2.023","Asignados","8","596.332.800"
"SUCRE","70","PALMITO","70523","Convocatoria","2.024","Asignados","19","484.880.000"
"SUCRE","70","PALMITO","70523","Convocatoria","2.025","Asignados","3","97.409.418"
"SUCRE","70","SAMPUÉS","70670","Convocatoria","2.022","Asignados","14","899.640.000"
"SUCRE","70","SAMPUÉS","70670","Convocatoria","2.023","Asignados","13","969.040.800"
"SUCRE","70","SAMPUÉS","70670","Convocatoria","2.024","Asignados","3","250.614.000"
"SUCRE","70","SAN MARCOS","70708","Convocatoria","2.025","Asignados","3","70.200.000"
"SUCRE","70","SAN ONOFRE","70713","Convocatoria","2.022","Asignados","29","1.863.540.000"
"SUCRE","70","SAN ONOFRE","70713","Convocatoria","2.023","Asignados","8","596.332.800"
"SUCRE","70","SAN ONOFRE","70713","Convocatoria","2.024","Asignados","3","250.614.000"
"SUCRE","70","SAN ONOFRE","70713","Convocatoria","2.025","Asignados","30","702.000.000"
"SUCRE","70","SAN ONOFRE","70713","Sentencias judiciales","2.025","Asignados","2","239.464.400"
"SUCRE","70","SAN LUIS DE SINCÉ","70742","Convocatoria","2.022","Asignados","24","1.542.240.000"
"SUCRE","70","SAN LUIS DE SINCÉ","70742","Convocatoria","2.023","Asignados","21","1.565.373.600"
"SUCRE","70","SAN LUIS DE SINCÉ","70742","Convocatoria","2.024","Asignados","5","417.690.000"
"SUCRE","70","SAN LUIS DE SINCÉ","70742","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"SUCRE","70","SANTIAGO DE TOLÚ","70820","Convocatoria","2.025","Asignados","17","397.800.000"
"SUCRE","70","SAN JOSÉ DE TOLUVIEJO","70823","Convocatoria","2.024","Asignados","16","408.320.000"
"SUCRE","70","SAN JOSÉ DE TOLUVIEJO","70823","Convocatoria","2.025","Asignados","193","4.572.573.054"
"TOLIMA","73","IBAGUÉ","73001","Sentencias judiciales","2.022","Asignados","14","1.048.575.000"
"TOLIMA","73","IBAGUÉ","73001","Sentencias judiciales","2.023","Asignados","7","644.786.386"
"TOLIMA","73","IBAGUÉ","73001","Sentencias judiciales","2.024","Asignados","2","217.750.000"
"TOLIMA","73","IBAGUÉ","73001","Sentencias judiciales","2.025","Asignados","4","486.293.000"
"TOLIMA","73","ANZOÁTEGUI","73043","Sentencias judiciales","2.025","Asignados","1","110.045.000"
"TOLIMA","73","ATACO","73067","Sentencias judiciales","2.023","Asignados","1","97.450.000"
"TOLIMA","73","ATACO","73067","Sentencias judiciales","2.025","Asignados","3","370.955.000"
"TOLIMA","73","CHAPARRAL","73168","Sentencias judiciales","2.025","Asignados","1","128.115.000"
"TOLIMA","73","COYAIMA","73217","Sentencias judiciales","2.024","Asignados","1","100.750.000"
"TOLIMA","73","FRESNO","73283","Sentencias judiciales","2.023","Asignados","2","171.695.320"
"TOLIMA","73","HERVEO","73347","Sentencias judiciales","2.023","Asignados","1","95.500.000"
"TOLIMA","73","HERVEO","73347","Sentencias judiciales","2.025","Asignados","1","110.045.000"
"TOLIMA","73","LÍBANO","73411","Sentencias judiciales","2.023","Asignados","1","100.700.000"
"TOLIMA","73","LÍBANO","73411","Sentencias judiciales","2.025","Asignados","1","120.445.000"
"TOLIMA","73","NATAGAIMA","73483","Convocatoria","2.023","Asignados","15","1.218.000.000"
"TOLIMA","73","ORTEGA","73504","Convocatoria","2.025","Asignados","4","93.594.813"
"TOLIMA","73","ORTEGA","73504","Sentencias judiciales","2.023","Asignados","1","102.975.000"
"TOLIMA","73","RIOBLANCO","73616","Convocatoria","2.025","Asignados","13","452.477.000"
"TOLIMA","73","SAN ANTONIO","73675","Sentencias judiciales","2.024","Asignados","1","96.200.000"
"TOLIMA","73","SAN LUIS","73678","Sentencias judiciales","2.025","Asignados","1","113.295.000"
"TOLIMA","73","SANTA ISABEL","73686","Sentencias judiciales","2.023","Asignados","1","97.450.000"
"TOLIMA","73","VALLE DE SAN JUAN","73854","Sentencias judiciales","2.025","Asignados","1","112.645.000"
"TOLIMA","73","VENADILLO","73861","Sentencias judiciales","2.023","Asignados","1","98.100.000"
"TOLIMA","73","VILLAHERMOSA","73870","Sentencias judiciales","2.025","Asignados","1","122.395.000"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76001","Sentencias judiciales","2.022","Asignados","13","999.144.622"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76001","Sentencias judiciales","2.023","Asignados","47","4.573.941.477"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76001","Sentencias judiciales","2.024","Asignados","3","311.589.270"
"VALLE DEL CAUCA","76","SANTIAGO DE CALI","76001","Sentencias judiciales","2.025","Asignados","2","221.040.000"
"VALLE DEL CAUCA","76","BUENAVENTURA","76109","Convocatoria","2.024","Asignados","125","11.788.036.409"
"VALLE DEL CAUCA","76","BUENAVENTURA","76109","Convocatoria","2.025","Asignados","4","332.247.874"
"VALLE DEL CAUCA","76","BUENAVENTURA","76109","Sentencias judiciales","2.024","Asignados","73","8.540.854.000"
"VALLE DEL CAUCA","76","GUADALAJARA DE BUGA","76111","Sentencias judiciales","2.024","Asignados","1","113.505.718"
"VALLE DEL CAUCA","76","DAGUA","76233","Convocatoria","2.023","Asignados","20","1.624.000.000"
"VALLE DEL CAUCA","76","EL ÁGUILA","76243","Convocatoria","2.025","Asignados","5","109.899.720"
"VALLE DEL CAUCA","76","EL DOVIO","76250","Convocatoria","2.024","Asignados","3","70.200.000"
"VALLE DEL CAUCA","76","EL DOVIO","76250","Convocatoria","2.025","Asignados","6","161.200.000"
"VALLE DEL CAUCA","76","PALMIRA","76520","Sentencias judiciales","2.023","Asignados","1","86.870.000"
"VALLE DEL CAUCA","76","PRADERA","76563","Sentencias judiciales","2.023","Asignados","1","96.318.000"
"VALLE DEL CAUCA","76","RIOFRÍO","76616","Sentencias judiciales","2.024","Asignados","2","220.166.891"
"VALLE DEL CAUCA","76","ROLDANILLO","76622","Sentencias judiciales","2.023","Asignados","1","87.570.000"
"VALLE DEL CAUCA","76","TRUJILLO","76828","Sentencias judiciales","2.023","Asignados","1","93.975.000"
"VALLE DEL CAUCA","76","TULUÁ","76834","Convocatoria","2.025","Asignados","2","43.959.888"
"VALLE DEL CAUCA","76","TULUÁ","76834","Sentencias judiciales","2.023","Asignados","1","93.973.920"
"ARAUCA","81","ARAUCA","81001","Convocatoria","2.024","Asignados","26","1.171.553.624"
"ARAUCA","81","ARAUCA","81001","Convocatoria","2.025","Asignados","69","3.973.214.630"
"ARAUCA","81","ARAUQUITA","81065","Convocatoria","2.024","Asignados","354","16.947.282.820"
"ARAUCA","81","ARAUQUITA","81065","Convocatoria","2.025","Asignados","347","20.888.279.741"
"ARAUCA","81","FORTUL","81300","Convocatoria","2.022","Asignados","49","3.148.740.000"
"ARAUCA","81","FORTUL","81300","Convocatoria","2.023","Asignados","30","2.236.248.000"
"ARAUCA","81","FORTUL","81300","Convocatoria","2.024","Asignados","1","83.538.000"
"ARAUCA","81","TAME","81794","Convocatoria","2.022","Asignados","50","3.213.000.000"
"ARAUCA","81","TAME","81794","Convocatoria","2.023","Asignados","29","2.161.706.400"
"ARAUCA","81","TAME","81794","Convocatoria","2.024","Asignados","1","83.538.000"
"CASANARE","85","YOPAL","85001","Convocatoria","2.025","Asignados","73","1.889.030.000"
"CASANARE","85","AGUAZUL","85010","Convocatoria","2.023","Asignados","22","1.786.400.000"
"CASANARE","85","AGUAZUL","85010","Convocatoria","2.024","Asignados","1","91.000.000"
"CASANARE","85","CHÁMEZA","85015","Convocatoria","2.023","Asignados","36","2.923.200.000"
"CASANARE","85","CHÁMEZA","85015","Convocatoria","2.025","Asignados","4","398.580.000"
"CASANARE","85","NUNCHÍA","85225","Convocatoria","2.023","Asignados","17","1.380.400.000"
"CASANARE","85","RECETOR","85279","Convocatoria","2.023","Asignados","16","1.299.200.000"
"CASANARE","85","RECETOR","85279","Convocatoria","2.024","Asignados","1","91.000.000"
"CASANARE","85","TAURAMENA","85410","Convocatoria","2.023","Asignados","18","1.461.600.000"
"PUTUMAYO","86","MOCOA","86001","Sentencias judiciales","2.022","Asignados","5","350.000.000"
"PUTUMAYO","86","MOCOA","86001","Sentencias judiciales","2.023","Asignados","1","96.580.000"
"PUTUMAYO","86","MOCOA","86001","Sentencias judiciales","2.024","Asignados","3","288.304.000"
"PUTUMAYO","86","MOCOA","86001","Sentencias judiciales","2.025","Asignados","1","122.715.000"
"PUTUMAYO","86","ORITO","86320","Convocatoria","2.024","Asignados","74","6.734.000.000"
"PUTUMAYO","86","ORITO","86320","Convocatoria","2.025","Asignados","6","3.288.285.000"
"PUTUMAYO","86","PUERTO ASÍS","86568","Convocatoria","2.025","Asignados","10","260.000.000"
"PUTUMAYO","86","PUERTO CAICEDO","86569","Sentencias judiciales","2.025","Asignados","1","125.407.000"
"PUTUMAYO","86","PUERTO GUZMÁN","86571","Convocatoria","2.025","Asignados","3","70.200.000"
"PUTUMAYO","86","SAN MIGUEL","86757","Convocatoria","2.023","Asignados","34","2.760.800.000"
"PUTUMAYO","86","SAN MIGUEL","86757","Convocatoria","2.024","Asignados","6","546.000.000"
"PUTUMAYO","86","SAN MIGUEL","86757","Sentencias judiciales","2.025","Asignados","1","109.642.000"
"PUTUMAYO","86","VALLE DEL GUAMUEZ","86865","Convocatoria","2.023","Asignados","40","3.248.000.000"
"PUTUMAYO","86","VALLE DEL GUAMUEZ","86865","Sentencias judiciales","2.024","Asignados","2","190.843.500"
"PUTUMAYO","86","VALLE DEL GUAMUEZ","86865","Sentencias judiciales","2.025","Asignados","2","204.673.000"
"PUTUMAYO","86","VILLAGARZÓN","86885","Convocatoria","2.024","Asignados","2","77.906.454"
"PUTUMAYO","86","VILLAGARZÓN","86885","Convocatoria","2.025","Asignados","58","1.785.060.000"
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88","SAN ANDRÉS","88001","Convocatoria","2.024","Asignados","12","467.801.350"
"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88","SAN ANDRÉS","88001","Convocatoria","2.025","Asignados","3","116.978.463"
"AMAZONAS","91","LA CHORRERA","91405","Convocatoria","2.023","Asignados","98","10.231.200.000"
"AMAZONAS","91","LA CHORRERA","91405","Convocatoria","2.024","Asignados","15","1.755.000.000"
"AMAZONAS","91","LA CHORRERA","91405","Convocatoria","2.025","Asignados","11","1.565.850.000"
"GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95001","Compromiso","2.023","Asignados","80","6.496.000.000"
"GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95001","Convocatoria","2.023","Asignados","76","6.171.200.000"
"GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95001","Convocatoria","2.024","Asignados","5","330.200.000"
"GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95001","Convocatoria","2.025","Asignados","19","801.645.000"
"GUAVIARE","95","CALAMAR","95015","Convocatoria","2.023","Asignados","40","3.248.000.000"
"GUAVIARE","95","CALAMAR","95015","Convocatoria","2.024","Asignados","10","722.800.000"
"GUAVIARE","95","CALAMAR","95015","Convocatoria","2.025","Asignados","6","294.645.000"
"GUAVIARE","95","EL RETORNO","95025","Convocatoria","2.024","Asignados","2","57.200.000"
"GUAVIARE","95","EL RETORNO","95025","Convocatoria","2.025","Asignados","9","351.000.000"
"GUAVIARE","95","MIRAFLORES","95200","Convocatoria","2.024","Asignados","32","2.912.000.000"
"VICHADA","99","LA PRIMAVERA","99524","Convocatoria","2.022","Asignados","18","1.156.680.000"
"VICHADA","99","SANTA ROSALÍA","99624","Convocatoria","2.022","Asignados","9","578.340.000"
"VICHADA","99","SANTA ROSALÍA","99624","Convocatoria","2.023","Asignados","3","223.624.800"
"VICHADA","99","SANTA ROSALÍA","99624","Sentencias judiciales","2.025","Asignados","1","118.415.500"
"VICHADA","99","CUMARIBO","99773","Convocatoria","2.025","Asignados","1","91.474.110"
